polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
PTzBTE,thiophene-thiazolothiazole,both alkyl and ester groups,alkyl and ester,2-butyloctyl and 2-hexyldecyl,high crystallinity and deep HOMO,OPV,electronic,370 nm,N/A,102 kDa,983 kDa,9.7,N/A,N/A,N/A,N/A,8.52,14.3 mA cm¹2,0.90 V,0.66,high crystallinity,3.53 Å,N/A,DPE 0.5 vol%,spin-coating,o-xylene,chlorobenzene,N/A,inverted ITO/ZnO/polymer:PC61BM/MoOx/Ag,"fibrillar structures, forming fine networks",304_bcsj.20210172.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/304_bcsj.20210172/304_bcsj.20210172/pdf/304_bcsj.20210172.txt,text_mining_GPT_extended
PTzBTEE,thiophene-thiazolothiazole,only ester groups,ester,2-butyloctyl and 2-hexyldecyl,high crystallinity and deep HOMO,OPV,electronic,230 nm,N/A,47 kDa,276 kDa,5.8,N/A,N/A,N/A,N/A,3.74,6.8 mA cm¹2,0.97 V,0.57,high crystallinity,3.49 Å,N/A,polymer:PC61BM 1:2 w/w,spin-coating,chlorobenzene,toluene,N/A,inverted ITO/ZnO/polymer:PC61BM/MoOx/Ag,large fibrils with more needle-like structures,304_bcsj.20210172.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/304_bcsj.20210172/304_bcsj.20210172/pdf/304_bcsj.20210172.txt,text_mining_GPT_extended
PTzBTEE,thiophene-thiazolothiazole,only ester groups,ester,2-butyloctyl and 2-hexyldecyl,high crystallinity and deep HOMO,OPV,electronic,200 nm,N/A,47 kDa,276 kDa,5.8,N/A,N/A,N/A,N/A,6.60,10.1 mA cm¹2,0.93 V,0.71,high crystallinity,3.49 Å,N/A,DPE 0.5 vol%,spin-coating,o-xylene,toluene,N/A,inverted ITO/ZnO/polymer:PC61BM/MoOx/Ag,large fibrils with more needle-like structures,304_bcsj.20210172.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/304_bcsj.20210172/304_bcsj.20210172/pdf/304_bcsj.20210172.txt,text_mining_GPT_extended
stat-HT70HHT30,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,33400,N/A,1.08,5.2×10^-3 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.70 nm,as-cast,as-cast,N/A,N/A,N/A,N/A,edge-on orientation,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
stat-HT70HHT30,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,33400,N/A,1.08,2.92×10^-2 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.76 nm,150°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,increased crystallinity and ordering,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
stat-HT70HHT30,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,33400,N/A,1.08,6×10^-4 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,300°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,edge-on orientation destroyed,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
stat-HT42HHT58,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,32600,N/A,1.09,3.9×10^-3 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.75 nm,as-cast,as-cast,N/A,N/A,N/A,N/A,edge-on orientation,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
stat-HT42HHT58,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,32600,N/A,1.09,1.02×10^-2 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.77 nm,150°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,retain edge-on orientation,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
stat-HT42HHT58,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,32600,N/A,1.09,1.8×10^-3 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,300°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,disrupted completely,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
stat-HT24HHT76,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,29500,N/A,1.09,2.9×10^-3 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.77 nm,as-cast,as-cast,N/A,N/A,N/A,N/A,edge-on orientation,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
stat-HT24HHT76,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,29500,N/A,1.09,1.31×10^-2 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.79 nm,150°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,increased crystallinity and ordering,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
stat-HT24HHT76,thiophene backbone,hexyl and 6-hydroxyhexyl,alkyl and hydroxyl,C6 and 6-hydroxyhexyl,solvent and thermal stability,OFET,electronic,N/A,N/A,29500,N/A,1.09,1.0×10^-3 cm2 V^-1 s^-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,300°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,edge-on orientation destroyed,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
P3HT,thiophene backbone,hexyl,alkyl,C6,N/A,OFET,electronic,N/A,N/A,36200,N/A,1.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.68 nm,as-cast,as-cast,N/A,N/A,N/A,N/A,edge-on orientation,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
P3HT,thiophene backbone,hexyl,alkyl,C6,N/A,OFET,electronic,N/A,N/A,36200,N/A,1.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.75 nm,150°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,increased crystallinity and orientation,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
P3HHT,thiophene backbone,6-hydroxyhexyl,hydroxyl-containing,6-hydroxyhexyl,cross-linking for stability,OFET,electronic,N/A,N/A,17700,N/A,1.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.81 nm,as-cast,as-cast,N/A,N/A,N/A,N/A,edge-on orientation,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
P3HHT,thiophene backbone,6-hydroxyhexyl,hydroxyl-containing,6-hydroxyhexyl,cross-linking for stability,OFET,electronic,N/A,N/A,17700,N/A,1.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,1.83 nm,150°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,increased crystallinity and orientation,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
P3HHT,thiophene backbone,6-hydroxyhexyl,hydroxyl-containing,6-hydroxyhexyl,cross-linking for stability,OFET,electronic,N/A,N/A,17700,N/A,1.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,N/A,N/A,300°C for 1 h,thermal annealing,N/A,N/A,N/A,N/A,no (100) peak detected,379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical/pdf/379_Chemistry A European J - 2022 - Zhu - Enhanced Solvent and Thermal Stability in Cross%E2%80%90Linkable Conjugated Statistical.txt,text_mining_GPT_extended
PVPDPP-OD,vinylene-linked DPP donor-acceptor backbone,2-octyldodecyl,alkyl,2-octyldodecyl,solubility,OFET,electronic,N/A,N/A,25.6 kg/mol,48.3 kg/mol,1.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,solution and thin film spectra,"spin-coating, annealing 140 °C",ODCB,N/A,N/A,N/A,nonplanar,393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers/pdf/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers.txt,text_mining_GPT_extended
PVTDPP-OD,vinylene-linked DPP donor-acceptor backbone,2-octyldodecyl,alkyl,2-octyldodecyl,solubility,OFET,electronic,150 nm,N/A,15.6 kg/mol,38.8 kg/mol,2.49,0.1 cm2 V−1 s−1,0.05 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed 140 °C,"spin-coating, annealing 140 °C",ODCB,N/A,N/A,top-gate bottom-contact (TG-BC),interchain aggregates,393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers/pdf/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers.txt,text_mining_GPT_extended
PVSeDPP-OD,vinylene-linked DPP donor-acceptor backbone,2-octyldodecyl,alkyl,2-octyldodecyl,solubility,OFET,electronic,150 nm,N/A,14.1 kg/mol,32.5 kg/mol,2.3,0.05 cm2 V−1 s−1,0.005 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,annealed 140 °C,"spin-coating, annealing 140 °C",ODCB,N/A,N/A,top-gate bottom-contact (TG-BC),stronger intermolecular interaction,393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers/pdf/393_effect-of-chalcogens-on-electronic-and-photophysical-properties-of-vinylene-based-diketopyrrolopyrrole-copolymers.txt,text_mining_GPT_extended
J52,bithienyl-benzodithiophene-alt-fluorobenzotriazole,branched alkyl (2-ethylhexyl),alkyl,2-ethylhexyl,study effect on photovoltaic performance,PSC,electronic,N/A,N/A,57.5K,N/A,1.86,1.01 × 10−4 cm2 v−1 s−1,0.31 × 10−4 cm2 v−1 s−1,N/A,N/A,5.18%,11.73 mA/cm2,0.74 V,59.36%,semicrystalline,3.70 Å,21.11 Å,as-cast film,spin-coated,chloroform,N/A,N/A,ITO/PEDOT:PSS/active layer/PDINO/Al,large domains of 30−40 nm,338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/pdf/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,text_mining_GPT_extended
J52,bithienyl-benzodithiophene-alt-fluorobenzotriazole,branched alkyl (2-ethylhexyl),alkyl,2-ethylhexyl,study effect on photovoltaic performance,PSC,electronic,N/A,N/A,57.5K,N/A,1.86,1.22 × 10−4 cm2 v−1 s−1,0.35 × 10−4 cm2 v−1 s−1,N/A,N/A,5.51%,13.11 mA/cm2,0.73 V,57.80%,semicrystalline,3.70 Å,21.11 Å,thermal annealing at 100 °C for 10 min,spin-coated,chloroform,N/A,N/A,ITO/PEDOT:PSS/active layer/PDINO/Al,face-on orientation,338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/pdf/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,text_mining_GPT_extended
J60,bithienyl-benzodithiophene-alt-fluorobenzotriazole,branched alkylthio (2-ethylhexylthio),alkylthio,2-ethylhexylthio,study effect on photovoltaic performance,PSC,electronic,N/A,N/A,23.9K,N/A,2.22,0.75 × 10−4 cm2 v−1 s−1,0.21 × 10−4 cm2 v−1 s−1,N/A,N/A,5.17%,9.78 mA/cm2,0.92 V,57.45%,semicrystalline,3.67 Å,22.48 Å,as-cast film,spin-coated,chloroform,N/A,N/A,ITO/PEDOT:PSS/active layer/PDINO/Al,nanoﬁbrillar networks around 10−20 nm,338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/pdf/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,text_mining_GPT_extended
J60,bithienyl-benzodithiophene-alt-fluorobenzotriazole,branched alkylthio (2-ethylhexylthio),alkylthio,2-ethylhexylthio,study effect on photovoltaic performance,PSC,electronic,N/A,N/A,23.9K,N/A,2.22,1.99 × 10−4 cm2 v−1 s−1,1.46 × 10−4 cm2 v−1 s−1,N/A,N/A,8.97%,16.33 mA/cm2,0.91 V,60.38%,semicrystalline,3.67 Å,22.48 Å,thermal annealing at 100 °C for 10 min,spin-coated,chloroform,N/A,N/A,ITO/PEDOT:PSS/active layer/PDINO/Al,face-on orientation,338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/pdf/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,text_mining_GPT_extended
J61,bithienyl-benzodithiophene-alt-fluorobenzotriazole,linear alkylthio (dodecylthio),alkylthio,dodecylthio,study effect on photovoltaic performance,PSC,electronic,N/A,N/A,34.2K,N/A,2.29,1.59 × 10−4 cm2 v−1 s−1,1.45 × 10−4 cm2 v−1 s−1,N/A,N/A,9.15%,14.95 mA/cm2,0.91 V,66.55%,semicrystalline,3.65 Å,26.11 Å,as-cast film,spin-coated,chloroform,N/A,N/A,ITO/PEDOT:PSS/active layer/PDINO/Al,preferred domain size of ∼10−15 nm,338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/pdf/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,text_mining_GPT_extended
J61,bithienyl-benzodithiophene-alt-fluorobenzotriazole,linear alkylthio (dodecylthio),alkylthio,dodecylthio,study effect on photovoltaic performance,PSC,electronic,N/A,N/A,34.2K,N/A,2.29,4.96 × 10−4 cm2 v−1 s−1,2.16 × 10−4 cm2 v−1 s−1,N/A,N/A,9.53%,17.43 mA/cm2,0.89 V,61.48%,semicrystalline,3.65 Å,26.11 Å,thermal annealing at 100 °C for 10 min,spin-coated,chloroform,N/A,N/A,ITO/PEDOT:PSS/active layer/PDINO/Al,face-on orientation,338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5/pdf/338_non-fullerene-polymer-solar-cells-based-on-alkylthio-and-fluorine-substituted-2d-conjugated-polymers-reach-9-5.txt,text_mining_GPT_extended
P1,fluorene-thiophene copolymer,conjugated side-chain with aldehyde end group,conjugated,N/A,extend absorption and improve miscibility,N/A,N/A,N/A,N/A,"41,841",N/A,3.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,toluene,N/A,N/A,N/A,345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/pdf/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,text_mining_GPT_extended
P2,fluorene-thiophene copolymer,conjugated side-chain pending cyanoacetate (octyl cyanoacetate),conjugated acceptor,C8,extend absorption and improve miscibility,N/A,N/A,N/A,N/A,"59,158","205,743",3.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pyridine,N/A,N/A,N/A,345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated/pdf/345_Journal of Polymer Science Part A  Polymer Chemistry - 2011 - Fan - Copolymers of fluorene and thiophene with conjugated.txt,text_mining_GPT_extended
