polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name
P3HT-b-PBA,poly(3-hexylthiophene),3-hexyl,alkyl,C6,"hydrophobicity, stability",OECT,mixed ionic-electronic,69.0 ± 4.73 nm,25 μm,Mn (P3HT) = 6000 g/mol; Mn (PBA) = 6000 g/mol,N/A,1.15,N/A,N/A,N/A,9.18 ± 1.38 F s−1 cm−1 V−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1 M KPF6(aq),"spin-coated (2000 rpm, 40 s)",CF,N/A,0.1 M KPF6(aq),top-gate/bottom-contact architecture,almost no decay in device performance,476_interfacial-stabilization-of-organic-electrochemical-transistors-conferred-using-polythiophene-based-conjugated-block.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/476_interfacial-stabilization-of-organic-electrochemical-transistors-conferred-using-polythiophene-based-conjugated-block/476_interfacial-stabilization-of-organic-electrochemical-transistors-conferred-using-polythiophene-based-conjugated-block/pdf/476_interfacial-stabilization-of-organic-electrochemical-transistors-conferred-using-polythiophene-based-conjugated-block.txt,text_mining_GPT_extended
C6C10DPPT-TT,DPPT-TT,C6C10 branched alkyl,branched alkyl,C6C10,"solubility, packing control",OFET,electronic,N/A,N/A,45 kg mol−1,139 kg mol−1,3.1,2.10 ± 0.13 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6 Å,20.7 Å,annealed at 200 °C for 1 h,spin-coated,N/A,N/A,N/A,BGTC OFET,nearly exclusive edge-on orientation,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended
C8C10DPPT-TT,DPPT-TT,C8C10 branched alkyl,branched alkyl,C8C10,"solubility, packing control",OFET,electronic,N/A,N/A,49 kg mol−1,155 kg mol−1,3.2,≈2.5 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6 Å,21.9 Å,annealed at 200 °C for 1 h,spin-coated,N/A,N/A,N/A,BGTC OFET,nearly exclusive edge-on orientation,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended
C10C10DPPT-TT,DPPT-TT,C10C10 branched alkyl,branched alkyl,C10C10,"solubility, packing control",OFET,electronic,N/A,N/A,53 kg mol−1,163 kg mol−1,3.1,≈2.5 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.5 Å,23.1 Å,annealed at 200 °C for 1 h,spin-coated,N/A,N/A,N/A,BGTC OFET,nearly exclusive edge-on orientation,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended
C12C10DPPT-TT,DPPT-TT,C12C10 branched alkyl,branched alkyl,C12C10,"solubility, packing control",OFET,electronic,≈1 µm,N/A,51 kg mol−1,162 kg mol−1,3.2,3.69 ± 0.42 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.5 Å,24.1 Å,annealed at 200 °C for 1 h,dropcast,N/A,N/A,N/A,BGTC OFET; time-of-flight,partially face-on (58%) orientation,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended
C14C10DPPT-TT,DPPT-TT,C14C10 branched alkyl,branched alkyl,C14C10,"solubility, packing control",OFET,electronic,≈1 µm,N/A,53 kg mol−1,149 kg mol−1,2.8,1.38 ± 0.21 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.5 Å,25.1 Å,annealed at 200 °C for 1 h,dropcast,N/A,N/A,N/A,BGTC OFET; time-of-flight,face-on orientation,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended
C6C10DPPT-TT:C14C10DPPT-TT (7:3),DPPT-TT,C6C10 and C14C10 branched alkyl,branched alkyl,C6C10:C14C10 (7:3),mimic morphology,OFET,electronic,≈1 µm,N/A,N/A,N/A,N/A,1.5–2.7 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6 Å,22.5 Å,annealed at 150 °C for 20 min,dropcast,N/A,N/A,N/A,BGTC OFET; time-of-flight,82% edge-on,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended
RCP,DPPT-TT,C6C10/C14C10 branched alkyl (random copolymer),branched alkyl,C6C10:C14C10 (70:30 mol%),minimise phase separation,OFET,electronic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6 Å,21.8 Å,annealed at 200 °C for 1 h,spin-coated,N/A,N/A,N/A,BGTC OFET,nearly exclusive edge-on packing motif,422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains/pdf/422_Adv Funct Materials - 2017 - Schroeder - Taming Charge Transport in Semiconducting Polymers with Branched Alkyl Side Chains.txt,text_mining_GPT_extended
D-DPPN,diketopyrrolopyrrole core flanked by naphthalene,n-decyl,alkyl,C10,solution processibility and packing control,OFET,electronic,N/A,N/A,N/A,N/A,N/A,0.019 cm2 V1 s1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,15.80 Å,annealed at 100 1C for 1 h,spin-coating,chlorobenzene,"N,N-dimethylformamide (DMF)",N/A,top-gate/bottom-contact,continuous crystalline domains,426_c8nj01453a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/426_c8nj01453a/426_c8nj01453a/pdf/426_c8nj01453a.txt,text_mining_GPT_extended
DD-DPPN,diketopyrrolopyrrole core flanked by naphthalene,n-dodecyl,alkyl,C12,solution processibility and packing control,OFET,electronic,N/A,N/A,N/A,N/A,N/A,0.0012 cm2 V1 s1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,25.07 Å,annealed at 100 1C for 1 h,spin-coating,chlorobenzene,"N,N-dimethylformamide (DMF)",N/A,top-gate/bottom-contact,isolated microcrystals,426_c8nj01453a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/426_c8nj01453a/426_c8nj01453a/pdf/426_c8nj01453a.txt,text_mining_GPT_extended
HD-DPPN,diketopyrrolopyrrole core flanked by naphthalene,2-hexyldecyl,alkyl,2-hexyldecyl,solution processibility and packing control,OFET,electronic,N/A,N/A,N/A,N/A,N/A,0.0008 cm2 V1 s1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,N/A,17.29 Å,annealed at 100 1C for 1 h,spin-coating,chlorobenzene,"N,N-dimethylformamide (DMF)",N/A,top-gate/bottom-contact,continuous crystalline domains,426_c8nj01453a.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/426_c8nj01453a/426_c8nj01453a/pdf/426_c8nj01453a.txt,text_mining_GPT_extended
P1,thienoisoindigo-DPP-thiophene random copolymer,2-decyltetradecane,alkyl,2-decyltetradecane,packing control and solubility,OFET,electronic,N/A,10 μm,52.5 kDa,N/A,2.0,6.60 × 10−3 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,3.56 Å,24.54 Å,annealed at 150 °C,spin-coating,N/A,toluene,N/A,bottom-gate bottom-contact (BGBC),highly interconnected network of fibers,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/pdf/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,text_mining_GPT_extended
P2,thienoisoindigo-DPP-thiophene random copolymer,branched alkyl chain with ester functionality,alkyl (ester),2-decyltetradecyl ester,shorten π–π stacking distance,OFET,electronic,N/A,10 μm,52.2 kDa,N/A,2.6,9.72 × 10−3 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,3.51 Å,25.98 Å,annealed at 150 °C,spin-coating,N/A,toluene,N/A,bottom-gate bottom-contact (BGBC),extended and highly ordered aligned fibers,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/pdf/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,text_mining_GPT_extended
P3,thienoisoindigo-DPP-thiophene random copolymer,triethylene glycol (TEG),EG,triethylene glycol (TEG),packing control; improve intermolecular interactions,OFET,electronic,N/A,10 μm,N/A,N/A,N/A,2.25 × 10−2 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,3.51 Å,21.06 Å,annealed at 150 °C,spin-coating,N/A,toluene,N/A,bottom-gate bottom-contact (BGBC),highly aggregated films,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/pdf/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,text_mining_GPT_extended
P4,thienoisoindigo-DPP-thiophene random copolymer,siloxane terminated alkyl chain,siloxane,siloxane terminated alkyl chain,improve charge carrier mobility and ambient stability,OFET,electronic,N/A,10 μm,28.3 kDa,N/A,1.8,1.16 × 10−2 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,amorphous,3.48 Å,27.05 Å,annealed at 150 °C,spin-coating,N/A,toluene,N/A,bottom-gate bottom-contact (BGBC),smooth surface roughness,420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its/pdf/420_Macro Chemistry   Physics - 2024 - Swain - Variations in Packing as a Function of Side Chains in Random Copolymers and its.txt,text_mining_GPT_extended
2DPP-OD-TEG,thiophene flanked diketopyrrolopyrrole (T-DPP-T) donor-acceptor backbone,2-octyl dodecyl (OD) and triethylene glycol (TEG) side chains,alkyl and oligo(ethylene glycol),2-octyl dodecyl (OD) and triethylene glycol (TEG),promote solubility of the polymer; enable facile ion insertion; improve crystallinity of polymer films,OECT,mixed ionic-electronic,115 nm,10 µm,N/A,N/A,N/A,N/A,N/A,146.2 F cm−3 (Na+ insertion at −0.9 V),≈7 F cm−1 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1 m aqueous NaClO4 electrolyte,spin coating,N/A,N/A,0.1 m aqueous NaClO4,3-electrode electrochemical configuration with Ag/AgCl reference,smooth films,461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic/pdf/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,text_mining_GPT_extended
2DPP-OD-TEG,thiophene flanked diketopyrrolopyrrole (T-DPP-T) donor-acceptor backbone,2-octyl dodecyl (OD) and triethylene glycol (TEG) side chains,alkyl and oligo(ethylene glycol),2-octyl dodecyl (OD) and triethylene glycol (TEG),promote solubility of the polymer; enable facile ion insertion; improve crystallinity of polymer films,OECT,mixed ionic-electronic,115 nm,10 µm,N/A,N/A,N/A,N/A,N/A,61.6 F cm−3 (ClO4− insertion at 0.9 V),≈31 F cm−1 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.1 m aqueous NaClO4 electrolyte,spin coating,N/A,N/A,0.1 m aqueous NaClO4,3-electrode electrochemical configuration with Ag/AgCl reference,smooth films,461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic/pdf/461_Adv Funct Materials - 2021 - Samuel - Single%E2%80%90Component CMOS%E2%80%90Like Logic using Diketopyrrolopyrrole%E2%80%90Based Ambipolar Organic.txt,text_mining_GPT_extended
p(g32T-T),gx2T-T repeat unit,triethylene glycol,oligoether,triethylene glycol,solubility; dopant compatibility,thermoelectric,electronic,25 to 100 nm,N/A,32 kg mol−1,N/A,2.5,18.7 ± 5.6 cm2 V −1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,coprocessed with 20 mol % F4TCNQ,spin-coated,CHCl3:AcN (2:1),N/A,N/A,four-point probe and Seebeck measurement,higher degree of order,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/pdf/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,text_mining_GPT_extended
p(g42T-T),gx2T-T repeat unit,tetraethylene glycol,oligoether,tetraethylene glycol,solubility; dopant compatibility,thermoelectric,electronic,25 to 100 nm,N/A,24 kg mol−1,N/A,3.3,1.7 ± 0.5 cm2 V −1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,coprocessed with 20 mol % F4TCNQ,spin-coated,CHCl3:AcN (2:1),N/A,N/A,four-point probe and Seebeck measurement,predominant face-on orientation,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/pdf/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,text_mining_GPT_extended
p(g62T-T),gx2T-T repeat unit,hexaethylene glycol,oligoether,hexaethylene glycol,solubility; dopant compatibility,thermoelectric,electronic,25 to 100 nm,N/A,28 kg mol−1,N/A,5.1,2.3 ± 0.7 cm2 V −1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,coprocessed with 20 mol % F4TCNQ,spin-coated,CHCl3:AcN (2:1),N/A,N/A,four-point probe and Seebeck measurement,predominant face-on orientation,489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene/pdf/489_impact-of-oligoether-side-chain-length-on-the-thermoelectric-properties-of-a-polar-polythiophene.txt,text_mining_GPT_extended
PFLPDB,fluorene,3-pentadecylphenol (3-PDP),alkyl,C15,processability and self-assembly,OFET,electronic,N/A,160 µm,79519 Da,N/A,1.21316,1.076 cm2·v–1·s–1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.4 Å,51.36 Å,solvent polarity; 8 h self-assembly,spin coating,chloroform,chloroform,N/A,Si/SiO2/PFLPDB/Ag bottom-gate OFET,macroscopically oriented fibers,N/A,410_EPL-0010034_article.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/410_EPL-0010034_article/410_EPL-0010034_article/pdf/410_EPL-0010034_article.txt,text_mining_GPT_extended
PDPPT-C2C6C8,poly(diketopyrrolopyrrole-co-thiophene),2-hexyl decyl (C2C6C8),alkyl,C2C6C8,solubility,N/A,electronic,100 nm,N/A,88.5,N/A,4.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,"εT = 0, 0.18, 0.34, 0.47, 0.59",spin-coating,chlorobenzene,N/A,N/A,N/A,preferred edge-on morphology,413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting/pdf/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting.txt,text_mining_GPT_extended
PDPPT-C2C8C10,poly(diketopyrrolopyrrole-co-thiophene),2-octyl dodecyl (C2C8C10),alkyl,C2C8C10,solubility,OFET,electronic,100 nm,50 µm,76.6,N/A,3.27,0.025 to 1.1 cm2 V–1 s–1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,"εT = 0, 0.18, 0.34, 0.47, 0.59",spin-coating,chlorobenzene,N/A,N/A,bottom-gate top-contact OFET,highly aligned polymer crystallites,413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting/pdf/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting.txt,text_mining_GPT_extended
PDPPT-C2C10C12,poly(diketopyrrolopyrrole-co-thiophene),2-decyl tetradecyl (C2C10C12),alkyl,C2C10C12,solubility,N/A,electronic,100 nm,N/A,60.6,N/A,2.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,"εT = 0, 0.18, 0.34, 0.47, 0.59",spin-coating,chlorobenzene,N/A,N/A,N/A,bimodal morphology,413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting/pdf/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting.txt,text_mining_GPT_extended
PDPPT-C2C12C14,poly(diketopyrrolopyrrole-co-thiophene),2-dodecyl hexadecyl (C2C12C14),alkyl,C2C12C14,solubility,N/A,electronic,100 nm,N/A,61.8,N/A,2.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,N/A,"εT = 0, 0.18, 0.34, 0.47, 0.59",spin-coating,chlorobenzene,N/A,N/A,N/A,bimodal morphology,413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting/pdf/413_Adv Funct Materials - 2021 - Zhang - Molecular Origin of Strain%E2%80%90Induced Chain Alignment in PDPP%E2%80%90Based Semiconducting.txt,text_mining_GPT_extended
pNB,NDTI–BTI (wave-line backbone),2-decyltetradecyl (DT),alkyl,DT,N/A,OTFT; OTE,electronic,N/A,N/A,11.5 kg mol−1,N/A,1.6,N/A,0.0056 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,semi-crystalline,N/A,24.9 Å,30 mol% N-DMBI; annealed 120 °C 8 h,spin-coating,chlorobenzene,N/A,N/A,TC/BG OTFT; four-probe conductivity,face-on orientation,496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type/pdf/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type.txt,text_mining_GPT_extended
pNB-Tz,NDTI–BTI–Tz (pseudo-straight-line backbone),2-decyltetradecyl (DT),alkyl,DT,packing control,OTFT; OTE,electronic,N/A,N/A,11.6 kg mol−1,N/A,1.9,N/A,0.12 cm2 V−1 s−1,N/A,N/A,N/A,N/A,N/A,N/A,crystalline,3.45 Å,21.2 Å,30 mol% N-DMBI; annealed 120 °C 8 h,spin-coating,chlorobenzene,N/A,N/A,TC/BG OTFT; four-probe conductivity,edge-on orientation with high crystallinity,496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type/pdf/496_Advanced Materials - 2020 - Wang - Naphthodithiophenediimide Bithiopheneimide Copolymers for High%E2%80%90Performance n%E2%80%90Type.txt,text_mining_GPT_extended
