polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name,backbone_name_text,sidechain_name_text,paper_id,confidence_text,paper_name,paper_key_display,paper_id_display,polymer_name_norm,confidence_text_norm,backbone_smiles_text,parse_source,parse_confidence,sidechain_smiles_list_text,sidechain_parse_source,sidechain_cleaned_name,sidechain_parse_success,sidechain_smiles_text,repeat_unit_smiles_full,backbone_smiles,sidechain_smiles_list,source_priority,image_candidate_smiles,matching_decision,candidate_score,match_mode,confidence,final_confidence,decision_note,needs_manual_review
pnt2se2th-dt,naphthobisthiadiazole-based D−A copolymer,2-decyltetradecyl,alkyl,24-carbon,impart better solubility,OFET,electronic,40−60 nm,100 μm,96.8 kDa,,2.6,0.03 cm2 V−1 s−1,,,,,,,,,,,thermal annealing 160 °C 30 min,spin-coating (1000 rpm),hot chlorobenzene,,,bottom-gate-top-contact OFET,,414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and/pdf/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,text_mining_GPT_extended,naphthobisthiadiazole-based d−a copolymer,2-c10tetrac10,414,,,414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,414,pnt2se2th-dt,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-methyl-0-tetramethyl-0-yl,False,,CCOCCOCCOCCOCCNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[CH]C(C)C,,[],image_pool,CCOCCOCCOCCOCCNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[CH]C(C)C,no_image_match;image_pool_match,2.02,paper_only,medium,0.7,image candidate selected; no_image_match;image_pool_match,0
pnt2se2th-dt,naphthobisthiadiazole-based D−A copolymer,2-decyltetradecyl,alkyl,24-carbon,impart better solubility,PSC,electronic,ca. 250 nm,,96.8 kDa,,2.6,,,,,8.25%,17.21 mA cm−2,0.68 V,70.50%,,,,polymer:PC71BM 1:2; 5 vol% DPE; thermal anneal 100 °C 10 min,spin-coating,,,,ITO/ZnO/polymer:PC71BM/MoO3/Ag,,414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and/pdf/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,text_mining_GPT_extended,naphthobisthiadiazole-based d−a copolymer,2-c10tetrac10,414,,,414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,414,pnt2se2th-dt,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-methyl-0-tetramethyl-0-yl,False,,CCOCCOCCOCCOCCNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[CH]C(C)C,,[],image_pool,CCOCCOCCOCCOCCNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[CH]C(C)C,no_image_match;image_pool_match,2.02,paper_only,medium,0.7,image candidate selected; no_image_match;image_pool_match,0
pnt4se-dt,naphthobisthiadiazole-based D−A copolymer,2-decyltetradecyl,alkyl,24-carbon,impart better solubility,OFET,electronic,40−60 nm,100 μm,55.4 kDa,,3.7,0.03 cm2 V−1 s−1,,,,,,,,,,,thermal annealing 160 °C 30 min,spin-coating (1000 rpm),hot chlorobenzene,,,bottom-gate-top-contact OFET,poor solubility,414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and/pdf/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,text_mining_GPT_extended,naphthobisthiadiazole-based d−a copolymer,2-c10tetrac10,414,,,414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,414,pnt4se-dt,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-methyl-0-tetramethyl-0-yl,False,,CCOCCOCCOCCOCCNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[CH]C(C)C,,[],image_pool,CCOCCOCCOCCOCCNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[CH]C(C)C,no_image_match;image_pool_match,2.02,paper_only,medium,0.7,image candidate selected; no_image_match;image_pool_match,0
pnt4se-dt,naphthobisthiadiazole-based D−A copolymer,2-decyltetradecyl,alkyl,24-carbon,impart better solubility,PSC,electronic,ca. 250 nm,,55.4 kDa,,3.7,,,,,5.66%,16.57 mA cm−2,0.60 V,56.98%,,,,polymer:PC71BM 1:2; 5 vol% DPE; thermal anneal 100 °C 10 min,spin-coating,,,,ITO/ZnO/polymer:PC71BM/MoO3/Ag,poor solubility,414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and/pdf/414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,text_mining_GPT_extended,naphthobisthiadiazole-based d−a copolymer,2-c10tetrac10,414,,,414_naphthobisthiadiazole-based-selenophene-incorporated-quarterchalcogenophene-copolymers-for-field-effect-transistors-and.txt,414,pnt4se-dt,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-methyl-0-tetramethyl-0-yl,False,,CCOCCOCCOCCOCCNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[CH]C(C)C,,[],image_pool,CCOCCOCCOCCOCCNC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[CH]C(C)C,no_image_match;image_pool_match,2.02,paper_only,medium,0.7,image candidate selected; no_image_match;image_pool_match,0
cl2-bal,π-extended poly(benzimidazoanthradiisoquinolinedione),side-chain-free,,,,OECT,mixed ionic-electronic,160 nm,5 μm,,,,,0.014 cm2 V−1 s−1,442 ± 42 F cm−3,6.20 ± 1.25 F cm−1 V−1 s−1,,,,,crystalline,3.53 Å,8.4 Å,0.1 M NaCl aqueous electrolyte,spin-coating,methanesulfonic acid (MSA),,0.1 M NaCl aqueous electrolyte,accumulation-mode OECT with Ag/AgCl gate,interconnected crystalline nanofibers,462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically/462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically/pdf/462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically.txt,text_mining_GPT_extended,π-extended poly(benzimidazoanthradiisoquinolinedione),side-chain-free,462,,,462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically.txt,462,cl2-bal,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,side-chain-free-yl,False,,Cc1cc2nc3c4cc(Cl)c5c6c(Cl)cc7c(=O)n8c(C)nnc8c8cc(Cl)c(c9c(Cl)cc(c(=O)n3c2cc1C)c4c95)c6c78,,[],image_pool,Cc1cc2nc3c4cc(Cl)c5c6c(Cl)cc7c(=O)n8c(C)nnc8c8cc(Cl)c(c9c(Cl)cc(c(=O)n3c2cc1C)c4c95)c6c78,image_pool_match,2.9,paper_only,medium,0.7,image candidate selected; image_pool_match,0
cl4-bal,π-extended poly(benzimidazoanthradiisoquinolinedione),side-chain-free,,,,OECT,mixed ionic-electronic,173 nm,5 μm,,,,,0.002 cm2 V−1 s−1,354 ± 43 F cm−3,0.83 ± 0.48 F cm−1 V−1 s−1,,,,,semi-crystalline,,,0.1 M NaCl aqueous electrolyte,spin-coating,methanesulfonic acid (MSA),,0.1 M NaCl aqueous electrolyte,accumulation-mode OECT with Ag/AgCl gate,broad distribution of molecular orientations,462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically/462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically/pdf/462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically.txt,text_mining_GPT_extended,π-extended poly(benzimidazoanthradiisoquinolinedione),side-chain-free,462,,,462_Advanced Materials - 2024 - Wu - Stable n%E2%80%90Type Perylene Derivative Ladder Polymer with Antiambipolarity for Electrically.txt,462,cl4-bal,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,side-chain-free-yl,False,,Cc1cc2nc3c4cc(Cl)c5c6c(Cl)cc7c(=O)n8c(C)nnc8c8cc(Cl)c(c9c(Cl)cc(c(=O)n3c2cc1C)c4c95)c6c78,,[],image_pool,Cc1cc2nc3c4cc(Cl)c5c6c(Cl)cc7c(=O)n8c(C)nnc8c8cc(Cl)c(c9c(Cl)cc(c(=O)n3c2cc1C)c4c95)c6c78,image_pool_match,2.9,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p1,bithiophene,hexyl,alkyl,hexyl,comparison,OFET,electronic,,50 lm,38 K,74 K,1.95,1.0  10–4 cm2/Vs,,,,,,,,amorphous,,,Untreated,spin-coating,chlorobenzene,toluene,,bottom gate/top contact geometry,amorphous state,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/pdf/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,text_mining_GPT_extended,bithiophene,c6,418,,,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,418,p1,unknown,c1csc(-c2cccs2)c1,OPSIN,high,['CCCCCC'],ALKYL_LENGTH,hexyl,True,CCCCCC,c1csc(-c2cccs2)c1,c1csc(-c2cccs2)c1,['CCCCCC'],OPSIN,CC(C)CCCC(C)C,image_pool_match,2.18,paper_only,high,0.9,text-derived only; sidechain inferred; image_pool_match,0
p1,bithiophene,hexyl,alkyl,hexyl,comparison,OFET,electronic,,50 lm,38 K,74 K,1.95,8.4  104 cm2/Vs,,,,,,,,amorphous,,,annealing at 150 C,spin-coating,chlorobenzene,toluene,,bottom gate/top contact geometry,amorphous state,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/pdf/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,text_mining_GPT_extended,bithiophene,c6,418,,,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,418,p1,unknown,c1csc(-c2cccs2)c1,OPSIN,high,['CCCCCC'],ALKYL_LENGTH,hexyl,True,CCCCCC,c1csc(-c2cccs2)c1,c1csc(-c2cccs2)c1,['CCCCCC'],OPSIN,CC(C)CCCC(C)C,image_pool_match,2.18,paper_only,high,0.9,text-derived only; sidechain inferred; image_pool_match,0
p1,bithiophene,hexyl,alkyl,hexyl,comparison,OFET,electronic,,50 lm,38 K,74 K,1.95,8.9  10–4 cm2/Vs,,,,,,,,amorphous,,,annealing at 180 C,spin-coating,chlorobenzene,toluene,,bottom gate/top contact geometry,amorphous state,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/pdf/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,text_mining_GPT_extended,bithiophene,c6,418,,,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,418,p1,unknown,c1csc(-c2cccs2)c1,OPSIN,high,['CCCCCC'],ALKYL_LENGTH,hexyl,True,CCCCCC,c1csc(-c2cccs2)c1,c1csc(-c2cccs2)c1,['CCCCCC'],OPSIN,CC(C)CCCC(C)C,image_pool_match,2.18,paper_only,high,0.9,text-derived only; sidechain inferred; image_pool_match,0
p2,bithiophene,conjugated thienylvinyl side chain,conjugated,2-(5-hexyl-2-thienyl)ethenyl,study effect on hole mobility,OFET,electronic,,50 lm,29 K,41 K,1.44,4.2  10–4 cm2/Vs,,,,,,,,amorphous,,,Untreated,spin-coating,chlorobenzene,toluene,,bottom gate/top contact geometry,amorphous state,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/pdf/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,text_mining_GPT_extended,bithiophene,conjugatedthienylvinylsidechain,418,,,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,418,p2,unknown,c1csc(-c2cccs2)c1,OPSIN,high,[],NON_OPSIN_COMPATIBLE,conjugatedthienylvinyl,False,,c1csc(-c2cccs2)c1,c1csc(-c2cccs2)c1,[],OPSIN,CC(C)CCCC(C)C,image_pool_match,2.18,exact_name,high,0.9,text-derived only; image_pool_match,0
p2,bithiophene,conjugated thienylvinyl side chain,conjugated,2-(5-hexyl-2-thienyl)ethenyl,study effect on hole mobility,OFET,electronic,,50 lm,29 K,41 K,1.44,7.3  103 cm2/Vs,,,,,,,,amorphous,,,annealing at 150 C,spin-coating,chlorobenzene,toluene,,bottom gate/top contact geometry,amorphous state,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/pdf/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,text_mining_GPT_extended,bithiophene,conjugatedthienylvinylsidechain,418,,,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,418,p2,unknown,c1csc(-c2cccs2)c1,OPSIN,high,[],NON_OPSIN_COMPATIBLE,conjugatedthienylvinyl,False,,c1csc(-c2cccs2)c1,c1csc(-c2cccs2)c1,[],OPSIN,CC(C)CCCC(C)C,image_pool_match,2.18,exact_name,high,0.9,text-derived only; image_pool_match,0
p2,bithiophene,conjugated thienylvinyl side chain,conjugated,2-(5-hexyl-2-thienyl)ethenyl,study effect on hole mobility,OFET,electronic,,50 lm,29 K,41 K,1.44,0.034 cm2/Vs,,,,,,,,amorphous,,,annealing at 180 C,spin-coating,chlorobenzene,toluene,,bottom gate/top contact geometry,amorphous state,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/pdf/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,text_mining_GPT_extended,bithiophene,conjugatedthienylvinylsidechain,418,,,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,418,p2,unknown,c1csc(-c2cccs2)c1,OPSIN,high,[],NON_OPSIN_COMPATIBLE,conjugatedthienylvinyl,False,,c1csc(-c2cccs2)c1,c1csc(-c2cccs2)c1,[],OPSIN,CC(C)CCCC(C)C,image_pool_match,2.18,exact_name,high,0.9,text-derived only; image_pool_match,0
p2,bithiophene,conjugated thienylvinyl side chain,conjugated,2-(5-hexyl-2-thienyl)ethenyl,study effect on hole mobility,OFET,electronic,,50 lm,29 K,41 K,1.44,0.061 cm2/Vs,,,,,,,,amorphous,,,annealing at 180 C (highest),spin-coating,chlorobenzene,toluene,,bottom gate/top contact geometry,amorphous state,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based/pdf/418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,text_mining_GPT_extended,bithiophene,conjugatedthienylvinylsidechain,418,,,418_Journal of Polymer Science Part A  Polymer Chemistry - 2009 - He - High performance polymer field%E2%80%90effect transistors based.txt,418,p2,unknown,c1csc(-c2cccs2)c1,OPSIN,high,[],NON_OPSIN_COMPATIBLE,conjugatedthienylvinyl,False,,c1csc(-c2cccs2)c1,c1csc(-c2cccs2)c1,[],OPSIN,CC(C)CCCC(C)C,image_pool_match,2.18,exact_name,high,0.9,text-derived only; image_pool_match,0
octyl-pttbtz-f,thienothiophene-benzotriazole,octyl,alkyl,C8,solubility,OFET,electronic,,100 mm,5.83 kDa,,1.31,1.2  103,,,,,,,,crystalline,3.6 Å,13.7 Å,as-coated,spin-coated,anhydrous chloroform,anhydrous chlorobenzene,,top-contact bottom-gate OFET,distinct edge-on orientations,421_1-s2.0-S1226086X20301015-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/421_1-s2.0-S1226086X20301015-main/421_1-s2.0-S1226086X20301015-main/pdf/421_1-s2.0-S1226086X20301015-main.txt,text_mining_GPT_extended,thienothiophene-benzotriazole,c8,421,,,421_1-s2.0-S1226086X20301015-main.txt,421,octyl-pttbtz-f,unknown,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,OPSIN,high,['CCCCCCCC'],ALKYL_LENGTH,octyl,True,CCCCCCCC,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,['CCCCCCCC'],OPSIN,c1cc2sccc2s1,no_image_match;image_pool_match,-inf,exact_name,high,0.9,text-derived only; sidechain inferred; no_image_match;image_pool_match,0
octyl-pttbtz-f,thienothiophene-benzotriazole,octyl,alkyl,C8,solubility,OFET,electronic,,100 mm,5.83 kDa,,1.31,4.2  103,,,,,,,,crystalline,3.6 Å,13.7 Å,150 C,spin-coated,anhydrous chloroform,anhydrous chlorobenzene,,top-contact bottom-gate OFET,distinct edge-on orientations,421_1-s2.0-S1226086X20301015-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/421_1-s2.0-S1226086X20301015-main/421_1-s2.0-S1226086X20301015-main/pdf/421_1-s2.0-S1226086X20301015-main.txt,text_mining_GPT_extended,thienothiophene-benzotriazole,c8,421,,,421_1-s2.0-S1226086X20301015-main.txt,421,octyl-pttbtz-f,unknown,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,OPSIN,high,['CCCCCCCC'],ALKYL_LENGTH,octyl,True,CCCCCCCC,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,['CCCCCCCC'],OPSIN,c1cc2sccc2s1,no_image_match;image_pool_match,-inf,exact_name,high,0.9,text-derived only; sidechain inferred; no_image_match;image_pool_match,0
octyl-pttbtz-f,thienothiophene-benzotriazole,octyl,alkyl,C8,solubility,OFET,electronic,,100 mm,5.83 kDa,,1.31,2.9  103,,,,,,,,crystalline,3.6 Å,13.7 Å,200 C,spin-coated,anhydrous chloroform,anhydrous chlorobenzene,,top-contact bottom-gate OFET,distinct edge-on orientations,421_1-s2.0-S1226086X20301015-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/421_1-s2.0-S1226086X20301015-main/421_1-s2.0-S1226086X20301015-main/pdf/421_1-s2.0-S1226086X20301015-main.txt,text_mining_GPT_extended,thienothiophene-benzotriazole,c8,421,,,421_1-s2.0-S1226086X20301015-main.txt,421,octyl-pttbtz-f,unknown,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,OPSIN,high,['CCCCCCCC'],ALKYL_LENGTH,octyl,True,CCCCCCCC,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,c1cc2sccc2s1.c1ccc2[nH]nnc2c1,['CCCCCCCC'],OPSIN,c1cc2sccc2s1,no_image_match;image_pool_match,-inf,exact_name,high,0.9,text-derived only; sidechain inferred; no_image_match;image_pool_match,0
